session,expected_start,actual_start,expected_duration,actual_duration
Isabelle_DOF,622.537,838.093,60.853,94.976
Isabelle_Marries_Dirac,494.655,677.625,393.793,436.127
Isabelle_Meta_Model,609.44,773.577,128.044,121.555
Isabelle_hoops,311.492,444.784,16.413,12.418
Isar_Ref,980.345,1258.919,16.201,22.111
JEdit,168.492,211.142,1.954,1.903
Jacobson_Basic_Algebra,1220.139,1934.468,41.497,49.652
Jinja,174.967,233.477,70.941,86.272
JinjaDCI,480.733,658.213,422.02,451.021
JiveDataStoreModel,308.352,439.192,11.243,8.882
Jordan_Hoelder,297.962,423.073,8.912,14.558
Jordan_Normal_Form,343.689,477.656,65.401,101.894
KAD,1225.607,1486.66,50.095,49.406
KAT_and_DRA,135.452,175.311,14.229,13.476
KBPs,970.615,1339.737,84.83,108.864
KD_Tree,1010.778,1482.669,9.563,14.279
Karatsuba,1154.84,1354.165,39.909,34.757
Key_Agreement_Strong_Adversaries,480.733,658.226,150.402,192.621
Khovanskii_Theorem,676.292,859.538,32.099,53.143
Kleene_Algebra,108.705,130.654,26.747,27.125
Kneser_Cauchy_Davenport,1247.266,1499.794,43.278,42.346
Knights_Tour,150.106,185.26,13.188,15.319
Knot_Theory,980.345,1258.946,56.565,77.119
KnuthMorrisPratt,1037.011,1522.912,16.4,22.499
Knuth_Bendix_Order,315.06,439.823,10.502,8.701
Knuth_Morris_Pratt,424.165,618.967,18.669,15.216
Koenigsberg_Friendship,1182.937,1829.638,34.648,39.95
Kruskal,426.94,572.948,29.477,40.631
Kummer_Congruence,558.065,753.413,9.861,9.342
Kuratowski_Closure_Complement,422.922,599.821,15.944,12.469
LCF,8.245,9.012,4.061,3.182
LEM,176.543,192.218,82.014,74.162
LL1_Parser,1075.547,1658.354,48.993,58.06
LLL_Basis_Reduction,619.377,992.101,135.056,173.613
LLL_Factorization,1245.682,2014.206,49.993,57.921
LOFT,980.345,1261.103,78.737,114.457
LP_Duality,1108.61,1483.624,4.514,5.069
LTL,171.303,229.902,24.045,29.659
LTL_Master_Theorem,1105.805,1702.085,78.372,86.197
LTL_Normal_Form,312.303,445.225,21.443,21.894
LTL_to_DRA,1247.305,1500.286,42.103,43.082
LTL_to_GBA,1163.142,1576.956,60.886,93.317
Labeled_Transition_Systems,203.538,252.719,18.825,22.339
Lam-ml-Normalization,226.806,275.992,6.464,10.11
LambdaAuth,392.641,563.653,53.632,44.286
LambdaMu,306.756,385.066,3.845,4.845
Lambda_Free_EPO,184.588,214.393,25.926,25.677
Lambda_Free_KBOs,212.453,274.083,53.805,53.892
Lambda_Free_RPOs,175.186,219.731,19.153,18.773
Lambert_Series,715.894,962.166,7.237,6.105
Lambert_W,985.678,1399.665,14.169,26.156
Landau_Symbols,229.475,275.498,5.214,7.981
Laplace_Transform,297.962,423.089,7.222,9.002
Latin_Square,154.754,200.445,4.703,4.05
LatticeProperties,154.172,180.273,3.135,2.654
Launchbury,1220.055,1612.775,61.769,88.622
Laws_of_Large_Numbers,424.165,568.197,1.936,2.094
Lazy-Lists-II,307.751,388.246,2.547,1.998
Lazy_Case,153.136,200.374,2.42,2.976
Lehmer,315.86,343.935,2.336,2.477
Lifting_Definition_Option,164.394,221.564,2.881,1.711
Lifting_the_Exponent,260.18,344.512,2.066,2.901
LightweightJava,171.303,219.694,24.211,22.753
LinearQuantifierElim,1156.289,1806.137,49.439,84.708
Linear_Inequalities,863.353,1331.437,63.436,73.212
Linear_Programming,737.484,958.38,92.546,57.615
Linear_Recurrences,1194.319,1575.359,49.567,53.441
Linear_Recurrences_Solver,1119.673,1489.178,74.646,85.016
Liouville_Numbers,245.908,321.903,2.352,2.866
List-Index,159.016,195.331,1.55,2.145
List-Infinite,378.581,475.953,12.604,12.481
List_Interleaving,195.266,209.402,1.783,3.318
List_Inversions,366.282,484.202,14.961,15.174
List_Update,586.453,743.417,36.084,74.503
LocalLexing,1245.682,2014.217,42.302,57.094
Locales,132.529,175.349,2.645,2.586
Localization_Ring,369.98,468.937,11.704,9.807
Locally-Nameless-Sigma,1244.228,1999.16,20.034,14.375
Logging_Independent_Anonymity,128.548,162.879,16.113,18.312
Logics,8.245,10.69,0.303,0.31
Logics_ZF,20.385,17.257,0.99,0.778
Lorenz_Approximation,720.173,1033.772,77.121,77.423
Lorenz_C0,797.294,1113.99,451.885,625.999
Lorenz_C1,832.866,1195.704,2.621,4.727
Lovasz_Local,649.767,858.971,38.713,36.119
Lowe_Ontological_Argument,182.267,225.561,7.969,9.3
Lower_Semicontinuous,286.141,350.83,5.514,5.759
Lp,319.595,450.575,17.254,14.267
Lucas_Theorem,291.504,385.091,2.92,2.292
MDP-Algorithms,414.663,546.865,283.078,280.659
MDP-Rewards,317.73,427.131,10.756,10.746
MFMC_Countable,1276.181,1701.757,39.241,37.99
MFODL_Monitor_Optimized,701.951,1045.0,272.056,207.395
MFOTL_Checker,1253.702,1757.713,60.257,65.386
MFOTL_Monitor,347.888,460.054,92.307,125.924
MHComputation,344.366,451.965,3.522,5.622
MLSS_Decision_Proc,528.657,719.069,127.294,122.716
ML_Unification,953.632,1396.56,107.833,254.513
MSO_Regex_Equivalence,570.454,773.591,589.781,508.18
Main,186.69,232.716,1.117,2.455
Markov_Models,359.319,512.922,29.472,47.627
Marriage,149.166,194.749,1.783,2.691
Martingales,409.09,582.448,28.233,29.592
Mason_Stothers,198.539,246.766,14.495,2.185
Matrices_for_ODEs,1177.484,1829.654,69.354,76.111
Matrix,203.538,250.075,34.546,35.363
Matrix_Tensor,585.57,743.578,31.187,40.464
Matroids,153.824,177.486,3.579,2.623
Max-Card-Matching,155.355,205.661,1.748,1.604
Maximum_Segment_Sum,147.748,167.261,5.232,4.443
Median_Method,315.86,343.975,6.017,7.854
Median_Of_Medians_Selection,171.303,184.028,12.88,16.15
Menger,179.406,205.04,5.182,7.122
Mereology,133.342,171.707,1.961,2.017
Mersenne_Primes,1160.235,1804.418,66.507,58.77
Metalogic_ProofChecker,854.443,1257.261,81.027,106.176
MiniML,193.265,209.417,7.552,8.981
MiniSail,802.41,1040.138,233.744,341.613
Minimal_SSA,719.088,962.615,6.504,6.742
Minkowskis_Theorem,290.664,385.101,2.267,2.178
Minsky_Machines,298.394,357.814,9.548,10.937
Modal_Logics_for_NTS,980.345,1261.447,106.106,128.587
Modular_Assembly_Kit_Security,140.622,186.077,21.242,14.976
Modular_arithmetic_LLL_and_HNF_algorithms,755.363,1190.709,339.381,561.931
Monad_Memo_DP,1163.486,1541.651,64.224,79.076
Monad_Normalisation,327.35,446.541,1.882,3.061
MonoBoolTranAlgebra,135.658,150.003,5.803,6.966
MonoidalCategory,1039.211,1658.314,116.495,145.693
Monomorphic_Monad,1114.041,1756.059,30.157,32.517
MuchAdoAboutTwo,305.184,435.035,7.119,6.466
Multi_Party_Computation,727.809,1040.389,80.119,82.449
Multirelations,1253.475,1999.172,56.602,57.862
Multirelations_Heterogeneous,1194.319,1575.371,51.606,68.079
Multiset_Ordering_NPC,357.454,485.88,21.329,16.472
Multitape_To_Singletape_TM,798.162,1167.753,47.658,49.118
Myhill-Nerode,297.962,423.105,30.734,30.211
Name_Carrying_Type_Inference,135.658,150.016,13.46,10.082
Nano_JSON,131.869,175.362,3.136,2.839
Nash_Williams,116.803,142.1,13.979,9.73
Nat-Interval-Logic,617.99,838.199,31.777,20.11
Native_Word,171.303,184.339,311.201,369.038
Nested_Multisets_Ordinals,149.681,190.568,25.505,23.693
Network_Security_Policy_Verification,612.357,773.613,261.276,234.658
Neumann_Morgenstern_Utility,315.86,395.643,8.402,6.917
Nitpick,8.245,9.022,0.326,0.305
No_FTL_observers,480.733,658.241,159.537,202.046
No_FTL_observers_Gen_Rel,414.17,555.583,195.27,210.036
Nominal2,135.114,162.897,15.393,23.685
Nominal_Myhill_Nerode,146.171,172.54,26.315,27.407
Noninterference_CSP,110.601,136.02,10.845,12.958
Noninterference_Concurrent_Composition,167.629,214.698,2.814,2.959
Noninterference_Generic_Unwinding,262.246,348.149,13.534,15.797
Noninterference_Inductive_Unwinding,290.125,385.114,3.856,3.809
Noninterference_Ipurge_Unwinding,248.26,325.457,13.004,19.052
Noninterference_Sequential_Composition,108.705,129.012,20.551,24.664
NormByEval,996.702,1456.101,14.076,24.833
Nullstellensatz,600.978,836.063,5.255,8.195
Number_Theoretic_Transform,687.868,935.664,26.291,24.846
Octonions,322.94,389.652,4.738,7.525
Old_Datatype_Show,711.504,945.921,7.584,8.122
OmegaCatoidsQuantales,389.802,555.603,374.817,400.602
OpSets,130.54,158.705,5.64,6.65
Open_Induction,318.196,347.117,2.163,4.248
Optics,675.745,871.0,12.288,12.745
Optimal_BST,1241.879,1623.227,6.722,4.429
Orbit_Stabiliser,292.074,377.031,4.348,6.179
Order_Lattice_Props,192.361,239.368,30.015,30.755
Ordered_Resolution_Prover,255.942,294.044,21.303,24.431
Ordinal,120.863,144.566,8.687,11.753
Ordinal_Partitions,1185.405,1553.132,62.541,37.563
Ordinals_and_Cardinals,201.96,247.846,0.916,1.301
Ordinary_Differential_Equations,286.141,338.118,67.097,74.102
Orient_Rewrite_Rule_Undecidable,461.864,613.941,102.885,104.898
PAC_Checker,424.165,572.892,168.881,167.279
PAL,461.742,619.863,3.66,4.474
PAPP_Impossibility,1184.177,1827.805,62.517,67.575
PCF,140.997,166.586,12.68,26.032
PLM,108.705,133.876,13.217,14.256
PNT_with_Remainder,558.065,755.914,12.389,16.737
POPLmark-deBruijn,1237.26,1749.526,10.877,6.98
PSemigroupsConvolution,172.152,218.053,13.71,13.639
Package_logic,131.598,164.594,14.232,12.947
Padic_Field,821.834,1069.376,442.253,435.321
Padic_Ints,480.733,658.294,196.958,310.21
Pairing_Heap,187.807,235.777,2.906,3.269
Paraconsistency,798.014,975.484,36.771,31.334
Parity_Game,315.86,343.997,80.292,53.827
Partial_Function_MR,200.001,238.238,4.369,6.859
Partial_Order_Reduction,1072.466,1437.889,36.144,44.223
Password_Authentication_Protocol,310.709,369.517,12.231,19.495
Pell,327.905,458.162,9.093,9.375
Perfect-Number-Thm,285.072,375.882,2.427,2.583
Perfect_Fields,640.466,840.341,18.863,14.724
Perron_Frobenius,750.657,810.975,94.366,118.813
Physical_Quantities,443.119,634.655,47.879,72.596
Pi_Calculus,233.27,286.354,44.986,43.095
Pi_Transcendental,508.268,662.796,25.445,39.299
Picks_Theorem,973.359,1331.856,197.769,224.477
Planarity_Certificates,1227.71,1624.927,82.194,81.894
Pluennecke_Ruzsa_Inequality,259.227,321.044,28.978,34.875
Poincare_Bendixson,748.845,1139.107,105.598,88.765
Poincare_Disc,261.577,311.014,25.522,28.081
Polygonal_Number_Theorem,584.834,961.769,34.543,28.912
Polylog,381.243,501.573,10.893,10.345
Polynomial_Crit_Geometry,1272.085,2014.445,40.282,52.418
Polynomial_Factorization,268.963,377.741,81.07,69.913
Polynomial_Interpolation,701.081,935.678,19.965,16.709
Polynomials,203.538,250.122,163.873,141.129
Pop_Refinement,111.184,136.034,5.619,5.9
Posix-Lexing,833.942,1150.512,139.417,179.687
Possibilistic_Noninterference,499.296,752.736,21.199,28.514
Power_Sum_Polynomials,302.512,434.931,35.575,32.54
Pratt_Certificate,303.992,368.042,4.15,5.019
Prefix_Free_Code_Combinators,518.97,788.787,3.963,6.746
Presburger-Automata,394.227,563.665,20.182,21.379
Prim_Dijkstra_Simple,1243.886,1629.503,39.695,49.661
Prime_Distribution_Elementary,528.657,808.372,44.19,47.742
Prime_Harmonic_Series,1151.864,1472.035,39.826,51.349
Prime_Number_Theorem,528.657,720.63,29.408,32.028
Priority_Queue_Braun,188.681,236.171,10.028,7.402
Priority_Search_Trees,207.121,252.74,22.354,21.97
Probabilistic_Noninterference,902.753,1331.473,76.24,87.069
Probabilistic_Prime_Tests,976.172,1507.571,63.039,146.97
Probabilistic_System_Zoo,1249.179,1903.719,34.718,48.362
Probabilistic_Timed_Automata,533.713,703.584,67.265,129.065
Probabilistic_While,315.86,344.016,20.833,36.967
Probability_Inequality_Completeness,1143.899,1789.847,18.584,25.832
Prog_Prove,155.556,205.673,3.214,2.539
Program-Conflict-Analysis,1248.601,1628.319,14.383,11.142
Progress_Tracking,1120.473,1392.997,44.842,80.284
Projective_Geometry,1107.808,1702.104,78.168,78.72
Projective_Measurements,501.709,670.649,226.1,365.843
Promela,512.425,674.919,69.812,85.279
Proof_Strategy_Language,666.298,1011.184,144.206,129.345
PropResPI,135.658,150.034,12.09,7.981
Propositional_Logic_Class,1284.509,2070.923,22.666,14.629
Propositional_Proof_Systems,1245.925,1644.103,50.744,52.214
Prpu_Maxflow,1023.797,1508.476,82.008,111.693
PseudoHoops,371.638,522.116,80.292,77.247
Psi_Calculi,832.303,1171.642,239.647,242.645
Ptolemys_Theorem,288.209,381.063,1.916,2.797
Public_Announcement_Logic,275.106,351.419,4.715,7.201
Pure,0.0,0.0,8.245,8.267
Pure-Examples,8.245,10.705,0.811,0.817
Pure-ex,8.245,9.039,1.088,2.102
Pushdown_Systems,1284.556,1639.889,23.635,32.652
Q0_Metatheory,379.829,503.033,81.045,84.827
Q0_Soundness,338.47,418.805,21.194,19.38
QBF_Solver_Verification,297.962,423.121,34.939,29.841
QHLProver,606.233,844.618,37.672,52.153
QR_Decomposition,929.677,1432.207,107.296,175.546
Quantales,222.376,271.516,58.484,62.171
Quantales_Converse,487.73,619.085,176.952,188.868
Quantifier_Elimination_Hybrid,883.376,1044.26,205.238,178.885
Quasi_Borel_Spaces,409.09,582.461,25.976,28.068
Quaternions,303.202,434.946,12.891,10.459
Query_Optimization,754.574,1187.52,88.105,83.169
Quick_Sort_Cost,325.13,446.558,29.449,28.713
RIPEMD-160-SPARK,130.422,173.188,1.447,1.421
ROBDD,416.754,600.107,19.662,13.957
RSAPSS,252.233,333.703,24.702,32.368
Ramsey-Infinite,120.545,153.819,15.261,10.44
Random_BSTs,391.185,503.14,15.486,18.995
Random_Graph_Subgraph_Threshold,1054.321,1651.863,11.291,9.931
Randomised_BSTs,613.133,844.831,6.652,10.429
Randomised_Social_Choice,318.281,399.184,20.189,18.421
Rank_Nullity_Theorem,310.911,434.967,4.149,3.752
Real_Impl,582.237,761.378,43.064,39.361
Real_Power,171.303,184.356,5.24,7.277
Real_Time_Deque,345.89,440.061,33.939,34.464
Recursion-Addition,20.385,20.522,0.982,0.742
Recursion-Theory-I,297.962,423.188,7.286,14.852
Refine_Imperative_HOL,331.414,456.757,292.021,314.24
Refine_Monadic,135.114,178.562,20.241,26.267
RefinementReactive,163.869,203.691,3.139,3.058
Regex_Equivalence,1180.425,1558.722,35.023,42.551
Region_Quadtrees,280.86,338.163,23.132,28.544
Registers,1264.087,1770.339,46.375,45.948
Regression_Test_Selection,978.993,1432.24,90.902,167.927
Regular-Sets,183.751,214.44,46.003,60.147
Regular_Algebras,258.707,314.043,55.964,62.591
Regular_Tree_Relations,1079.459,1658.37,140.68,157.999
Relation_Algebra,135.452,179.444,19.966,19.103
Relational-Incorrectness-Logic,292.931,396.129,3.648,2.39
Relational_Cardinality,977.599,1331.871,103.302,146.41
Relational_Disjoint_Set_Forests,996.546,1283.613,116.231,105.747
Relational_Forests,1194.319,1575.384,49.881,51.217
Relational_Method,211.264,274.097,47.963,46.502
Relational_Minimum_Spanning_Trees,1124.54,1756.935,31.749,32.944
Relational_Paths,1261.636,1999.183,56.575,68.063
Rensets,315.86,344.033,15.554,12.235
Rep_Fin_Groups,238.084,286.265,58.884,68.706
ResiduatedTransitionSystem,367.411,439.112,244.946,254.895
Residuated_Lattices,168.45,203.305,13.301,13.973
Resolution_FOL,179.406,205.054,70.357,97.826
Rewrite_Properties_Reduction,229.6,279.043,55.472,62.62
Rewriting_Z,962.362,1399.685,26.074,36.132
Ribbon_Proofs,469.944,679.047,14.315,16.017
Risk_Free_Lending,553.155,749.069,4.309,5.76
Robbins-Conjecture,163.713,198.171,4.737,4.659
Robinson_Arithmetic,392.136,516.921,30.321,29.54
Root_Balanced_Tree,1247.946,1591.509,36.61,30.731
Roth_Arithmetic_Progressions,1195.107,1441.362,52.198,55.756
Routing,409.09,582.476,7.664,16.639
Roy_Floyd_Warshall,155.418,205.684,1.226,1.311
SATSolverVerification,1245.382,1903.754,39.303,56.647
SCC_Bloemen_Sequential,124.869,151.135,9.88,10.701
SC_DOM_Components,1013.957,1332.12,149.529,171.878
SDS_Impossibility,1269.76,1975.137,27.988,28.846
SIFPL,162.623,193.218,13.49,19.529
SIFUM_Type_Systems,1040.891,1651.88,32.402,29.941
SM,1088.064,1577.525,93.906,117.067
SML,8.245,9.737,0.453,0.766
SM_Base,480.733,658.549,203.212,278.702
SPARCv8,926.789,1432.274,114.102,217.526
S_Finite_Measure_Monad,614.009,841.016,72.909,83.425
Safe_Distance,1169.071,1504.146,70.223,52.193
Safe_OCL,920.918,1384.383,133.403,201.328
Safe_Range_RC,1223.419,1827.828,52.125,74.087
Saturation_Framework,277.245,381.509,19.318,14.706
Saturation_Framework_Extensions,416.021,595.725,15.575,15.415
Sauer_Shelah_Lemma,155.377,180.289,1.342,1.493
Schoenhage_Strassen,589.798,651.377,160.859,128.877
Schutz_Spacetime,267.139,299.343,40.612,49.222
Schwartz_Zippel,926.543,1432.308,131.859,213.606
Secondary_Sylow,268.963,376.409,3.533,2.463
Security_Protocol_Refinement,1154.342,1806.191,155.386,133.684
Selection_Heap_Sort,209.642,257.275,4.337,6.497
SenSocialChoice,150.194,190.039,9.603,7.963
Separata,366.11,517.523,6.443,5.626
Separation_Algebra,291.655,361.524,15.101,21.88
Separation_Logic_Imperative_HOL,882.351,1183.144,51.258,71.605
Separation_Logic_Unbounded,667.338,1011.225,28.042,29.46
Sepref_Basic,381.684,479.408,17.665,19.456
Sepref_IICF,399.349,537.57,24.816,29.612
Sepref_Prereq,297.962,431.632,21.723,22.52
SequentInvertibility,835.346,1093.233,17.967,22.441
Sequents,8.245,11.181,0.871,0.928
Shadow_DOM,842.785,1212.654,133.387,293.825
Shadow_SC_DOM,270.499,378.187,199.445,299.833
Shivers-CFA,122.433,154.491,9.165,9.178
ShortestPath,289.839,385.238,5.464,3.511
Show,378.438,523.998,41.78,32.247
Sigma_Commit_Crypto,1171.128,1558.745,45.98,50.355
Signature_Groebner,674.443,999.942,68.056,91.664
Simpl,199.484,243.807,38.637,40.226
Simple_Clause_Learning,1171.215,1829.667,145.764,133.934
Simple_Firewall,329.317,458.522,14.372,17.928
Simplex,616.757,785.015,59.535,70.864
Simplicial_complexes_and_boolean_functions,1014.742,1474.261,52.286,98.702
SimplifiedOntologicalArgument,1245.682,2014.23,53.201,59.909
Skew_Heap,176.113,219.71,1.848,1.984
Skip_Lists,363.574,512.944,8.064,8.605
Sledgehammer,8.245,11.411,0.149,0.205
Slicing,250.479,323.01,132.881,174.034
Sliding_Window_Algorithm,213.034,249.795,5.335,5.563
Smith_Normal_Form,584.834,956.695,151.233,228.176
Smooth_Manifolds,997.881,1456.174,39.13,58.3
Solidity,183.07,229.953,401.317,419.466
Sophomores_Dream,301.1,404.139,2.102,2.973
Sort_Encodings,1255.414,1922.551,48.047,49.078
Source_Coding_Theorem,323.708,427.148,3.035,3.445
SpecCheck,8.245,9.753,0.96,1.139
Special_Function_Bounds,275.78,364.208,12.429,12.108
Splay_Tree,367.913,501.743,15.496,14.457
Sqrt_Babylonian,121.446,153.843,11.275,10.302
Stable_Matching,261.264,345.077,66.086,78.619
Stalnaker_Logic,265.244,345.21,3.646,5.895
Standard_Borel_Spaces,518.33,788.799,42.231,42.329
Statecharts,108.705,127.297,15.758,22.891
Stateful_Protocol_Composition_and_Typing,320.359,436.093,265.211,260.01
Stellar_Quorums,169.241,203.32,3.051,3.212
Stern_Brocot,640.27,957.046,34.173,40.526
Stewart_Apollonius,324.064,355.789,2.654,4.729
Stirling_Formula,359.664,515.334,30.138,39.403
Stochastic_Matrices,413.987,565.662,263.395,259.563
Stone_Algebras,108.705,125.568,26.953,24.037
Stone_Kleene_Relation_Algebras,567.926,763.867,68.962,82.557
Stone_Relation_Algebras,149.284,172.346,30.122,31.872
Store_Buffer_Reduction,834.785,1007.546,64.986,49.968
Stream-Fusion,153.19,175.437,5.134,4.906
Stream_Fusion_Code,446.273,635.177,11.427,14.056
StrictOmegaCategories,152.661,200.404,6.515,4.522
Strong_Security,157.103,209.293,9.013,7.028
Sturm_Sequences,204.37,246.331,23.734,32.013
Sturm_Tarski,199.621,250.544,12.832,7.887
Stuttering_Equivalence,200.13,260.874,3.583,2.426
Subresultants,417.65,584.795,54.406,68.872
Subset_Boolean_Algebras,1246.694,1903.776,35.108,46.285
Substitutions_Lambda_Free,211.505,248.522,5.279,7.271
Sugar,115.343,137.057,1.203,1.262
SumSquares,572.847,858.238,4.636,6.425
Sumcheck_Protocol,409.09,582.49,27.598,27.905
Sunflowers,184.26,214.46,2.975,5.53
SuperCalc,191.504,237.2,18.138,18.996
Suppes_Theorem,1055.445,1658.33,41.263,40.799
Surprise_Paradox,550.583,745.528,2.572,3.054
Symmetric_Polynomials,219.463,274.114,55.456,57.758
Syntax_Independent_Logic,108.705,133.89,90.779,81.558
Synthetic_Completeness,406.671,523.313,11.629,14.458
System,8.245,9.051,3.082,4.062
Szemeredi_Regularity,512.63,782.239,5.7,6.296
Szpilrajn,190.236,235.795,2.029,2.681
TESL_Language,373.933,524.029,20.294,16.805
TLA,282.68,375.894,10.38,7.066
Tail_Recursive_Functions,184.129,214.512,4.652,7.235
Tarskis_Geometry,396.152,460.085,25.007,38.471
Taylor_Models,1227.71,1625.887,48.471,72.928
Three_Circles,1086.713,1451.561,27.42,30.102
Three_Squares,480.733,658.584,104.101,292.642
Timed_Automata,244.48,296.214,53.914,60.616
Tools,9.311,12.431,2.052,1.94
Top_Down_Solver,383.36,499.075,32.949,37.335
Topological_Semantics,140.997,166.601,21.626,19.083
Topology,707.257,935.698,3.104,9.349
TortoiseHare,171.303,229.915,3.244,2.584
Transcendence_Series_Hancl_Rucki,1224.466,1625.904,68.704,81.307
Transformer_Semantics,835.487,1201.421,7.298,10.219
Transition_Systems_and_Automata,297.962,434.014,316.047,403.863
Transitive-Closure,308.142,426.64,2.769,4.515
Transitive-Closure-II,139.694,164.381,8.101,8.881
Transitive_Models,28.358,27.673,21.36,14.114
Transport,1061.465,1658.385,89.965,133.635
Treaps,686.918,926.329,33.197,28.693
Tree-Automata,1025.938,1317.931,35.276,47.966
Tree_Decomposition,135.806,179.458,3.981,4.621
Tree_Enumeration,417.02,590.943,101.95,89.225
Triangle,476.495,745.559,3.569,5.892
Trie,203.713,264.077,7.551,9.441
TsirelsonBound,924.981,1361.815,28.651,33.636
Turans_Graph_Theorem,1092.246,1658.399,85.238,72.417
Tutorial,199.016,238.259,16.701,25.163
Twelvefold_Way,1245.682,2014.242,54.622,73.782
Two_Generated_Word_Monoids_Intersection,1053.411,1546.597,22.136,25.671
Tycon,130.782,173.21,5.518,4.374
Typeclass_Hierarchy,135.658,150.049,10.401,10.501
Types_Tableaus_and_Goedels_God,286.073,378.202,9.864,7.289
Types_To_Sets_Extension,1289.408,1543.963,27.622,39.651
UPF,342.927,473.675,20.647,24.134
UPF_Firewall,560.561,832.46,63.744,61.913
UTP,720.352,1077.535,34.222,30.902
UTP-Toolkit,460.874,598.534,34.388,39.752
Uncertainty_Principle,712.681,959.113,3.213,2.126
Undirected_Graph_Theory,222.376,270.527,22.104,25.042
Universal_Hash_Families,325.562,449.989,162.168,166.354
Universal_Turing_Machine,872.082,1118.445,162.545,209.545
UpDown_Scheme,300.594,401.45,14.398,15.833
VYDRA_MDL,541.072,743.601,76.918,90.464
Valuation,1293.17,1709.582,14.823,24.346
Van_Emde_Boas_Trees,993.016,1323.419,192.389,228.39
Van_der_Waerden,139.787,184.523,5.397,6.5
VectorSpace,490.998,752.765,21.632,28.716
VeriComp,717.429,926.362,2.579,6.1
Verified-Prover,179.406,205.069,4.723,5.797
Verified_SAT_Based_AI_Planning,228.104,279.063,63.4,94.96
VerifyThis2018,1271.762,1975.149,30.615,42.251
VerifyThis2019,1084.587,1446.491,24.877,27.739
Vickrey_Clarke_Groves,1152.099,1747.264,71.32,46.622
Virtual_Substitution,1155.706,1804.432,114.054,168.301
VolpanoSmith,708.391,935.718,3.113,9.283
WHATandWHERE_Security,108.705,127.313,12.158,16.691
WOOT_Strong_Eventual_Consistency,296.563,401.466,14.845,15.798
WebAssembly,998.088,1508.49,83.963,113.977
Weight_Balanced_Trees,135.658,150.061,17.532,13.292
Weighted_Arithmetic_Geometric_Mean,159.176,211.882,1.208,1.322
Weighted_Path_Order,327.678,451.492,29.776,32.154
Well_Quasi_Orders,222.363,275.512,18.637,16.814
Wetzels_Problem,1275.544,1975.161,24.792,29.386
Wieferich_Kempner,688.033,960.194,147.313,132.738
Winding_Number_Eval,1036.973,1609.7,36.125,32.05
Word_Lib,108.705,125.584,35.598,22.645
WorkerWrapper,167.224,212.405,3.558,3.529
X86_Semantics,171.303,184.378,471.339,475.742
XML,179.924,218.2,12.437,18.64
Youngs_Inequality,988.436,1438.433,9.445,14.105
ZF,8.245,9.763,12.14,6.676
ZF-AC,20.385,18.731,1.416,1.207
ZF-Coind,21.884,20.154,0.724,0.759
ZF-Constructible,20.385,18.579,4.503,3.676
ZF-IMP,20.385,18.259,0.99,0.964
ZF-Induct,20.385,18.12,1.499,1.472
ZF-Resid,20.385,18.274,1.313,0.855
ZF-UNITY,21.884,20.297,3.726,2.191
ZF-ex,20.385,18.419,2.826,2.139
ZFC_in_HOL,241.0,293.012,20.577,15.612
Zeckendorf,451.93,635.19,4.486,6.663
Zeta_3_Irrational,1092.776,1452.204,25.49,30.039
Zeta_Function,470.136,634.284,58.521,83.436
pGCL,311.408,417.566,12.3,9.101